es_id,cluster,row_id,report_group,study,outcome_subject,grade_band,g,v,se,n_t,n_c,n_clusters,icc_assumed,cluster_adjusted,pretest_adjusted,test_type,test_name,include,exclude_reason,extraction_method,source_stat,page_ref,extractor,confidence,notes
james_burdumy_2010-04,james_burdumy_2010,54,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.04,0.004264,0.0653,1245,1362,38,,True,True,standardized_independent,ETS Science Reading Comprehension Assessment,0,redundant_subscale,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-1.07,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.04. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = 0.06; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-05,james_burdumy_2010,55,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.08,0.002228,0.0472,1228,1362,37,,True,True,standardized_independent,"Composite reading comprehension (z-score average of GRADE, ETS social studies RC, ETS science RC)",1,,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-0.07,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.08. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = -0.02; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-06,james_burdumy_2010,55,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.06,0.002098,0.0458,1228,1362,37,,True,True,standardized_independent,GRADE Passage Comprehension subtest (Group Reading Assessment and Diagnostic Evaluation),0,redundant_subscale,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-0.76,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.06. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = -0.04; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-07,james_burdumy_2010,55,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.08,0.0025,0.05,1228,1362,37,,True,True,standardized_independent,ETS Social Studies Reading Comprehension Assessment,0,redundant_subscale,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-2.28,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.08. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = 0.02; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-08,james_burdumy_2010,55,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.1,0.004816,0.0694,1228,1362,37,,True,True,standardized_independent,ETS Science Reading Comprehension Assessment,0,redundant_subscale,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-2.71,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.1. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = -0.01; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-09,james_burdumy_2010,56,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.01,0.003733,0.0611,1319,1362,38,,True,True,standardized_independent,"Composite reading comprehension (z-score average of GRADE, ETS social studies RC, ETS science RC)",1,,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-0.01,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.01. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = 0.0; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-10,james_burdumy_2010,56,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.01,0.00117,0.0342,1319,1362,38,,True,True,standardized_independent,GRADE Passage Comprehension subtest (Group Reading Assessment and Diagnostic Evaluation),0,redundant_subscale,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-0.19,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.01. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = -0.02; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-11,james_burdumy_2010,56,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,-0.05,0.005761,0.0759,1319,1362,38,,True,True,standardized_independent,ETS Social Studies Reading Comprehension Assessment,0,redundant_subscale,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,-1.36,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = -0.05. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = 0.0; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
james_burdumy_2010-12,james_burdumy_2010,56,james_burdumy_2010,James-Burdumy et al. 2010,Reading,5,0.01,0.00245,0.0495,1319,1362,38,,True,True,standardized_independent,ETS Science Reading Comprehension Assessment,0,redundant_subscale,Reported standardized impact = regression-adjusted (HLM/ANCOVA-style) impact divided by control-group SD (Glass-delta style; report Table III.7). Recorded as g with Hedges small-sample correction J=0.9997 applied (negligible at this n; g~=reported ES). g_se derived from reported ES and the UNADJUSTED two-tailed p-value (Table K.1): SE=|ES|/qnorm(1-p/2); g_se=J*SE; g_var=g_se^2. Approximate due to 2-decimal rounding of ES and p.,0.31,Table III.7 (p.118-119) impacts & effect sizes; Table K.1 (p.K.3-K.4) unadjusted p-values; n in Table III.7 continued (p.119); #schools Table III.2 (p.111),subagent,high,"Cohort 1 (first cohort, schools had NO prior experience with curriculum) end-of-fifth-grade post-test = immediate post-treatment wave. Reported effect size for this contrast = 0.01. OTHER WAVES (not extracted as primary): Cohort 2 (spring 2008, schools w/ 1 yr experience) effect size = 0.02; Cohort 1 sixth-grade follow-up (spring 2008, one year after intervention ended) shown in Table IV.3 / exec-summary Figures 1-4. p-values reported in Table III.7 are adjusted for multiple comparisons; unadjusted p used here for SE recovery. Impact model controlled for baseline GRADE & TOSCRF, demographics, district fixed effects; multilevel (clustering of students within schools accounted for)."
jay_2017-01,jay_2017,57,jay_2017,Jay et al. 2017,Reading,3-6,0.15,0.005857,0.0765,600,677,69,0.1,True,True,standardized_independent,GL Assessment Progress Test in English,1,,"EEF-reported cluster-randomised ANCOVA standardised mean difference (adjusted mean diff / sqrt(sigma_S^2 + sigma_error^2), total variance), from multilevel model controlling for KS1 prior attainment, pupil FSM, school-level %FSM/%EAL/KS2. Taken directly as g. SE derived from reported 95% CI (-0.001, 0.299): SE = (0.299-(-0.001))/(2*1.96); g_var = SE^2.",0.15,p.26 Table 7 (full-sample primary analysis); also p.5 Table 1 (exec summary),subagent,high,"English -> Reading per spec. Full-sample main-effects model. n=600/677 are pupils assigned to the GL English test; n in model = 1,198 (569 int; 629 ctrl). p = 0.05 (CI lower bound -0.001). GL Assessment is an independently published standardized commercial test."
jay_2017-02,jay_2017,57,jay_2017,Jay et al. 2017,STEM,3-6,0.09,0.003686,0.0607,618,704,69,0.1,True,True,standardized_independent,GL Assessment Progress Test in Maths,1,,"EEF-reported cluster-randomised ANCOVA standardised mean difference (total variance), multilevel model controlling for KS1, pupil FSM, school %FSM/%EAL/KS2. Taken directly as g. SE derived from reported 95% CI (-0.039, 0.199): SE = (0.199-(-0.039))/(2*1.96); g_var = SE^2.",0.09,p.26 Table 7 (full-sample primary analysis); also p.5 Table 1 (exec summary),subagent,high,"Maths -> STEM per spec. n=618/704 pupils assigned to GL Maths; n in model = 1,239 (577 int; 662 ctrl). p = 0.19 (not statistically significant)."
jay_2017-03,jay_2017,57,jay_2017,Jay et al. 2017,STEM,3-6,0.12,0.003121,0.0559,614,699,69,0.1,True,True,standardized_independent,GL Assessment Progress Test in Science,1,,"EEF-reported cluster-randomised ANCOVA standardised mean difference (total variance), multilevel model controlling for KS1, pupil FSM, school %FSM/%EAL/KS2. Taken directly as g. SE derived from reported 95% CI (0.007, 0.226): SE = (0.226-0.007)/(2*1.96); g_var = SE^2.",0.12,p.26 Table 7 (full-sample primary analysis); also p.5 Table 1 (exec summary),subagent,high,"Science -> STEM per spec. n=614/699 pupils assigned to GL Science; n in model = 1,223 (578 int; 645 ctrl). p = 0.04 (statistically significant)."
jerrim_2015-01,jerrim_2015,58,jerrim_2015,Jerrim et al. 2015,STEM,3-6,0.055,0.002116,0.046,3251,2687,44,0.077,True,True,standardized_independent,GL Assessment Progress in Maths (PiM) - total score,1,,"ANCOVA/OLS regression coefficient on the Intervention dummy; dependent variable = total PiM raw score standardised to mean 0, SD 1, so Beta is a standardized mean difference (= adjusted mean diff / SD). Recorded directly as g (J correction negligible at N=5,919). SE = report's school-clustered (Huber-White, STATA svy) SE; g_var = SE^2.",0.055,"p.33 Table 9 (All children, Intervention row); also p.6 Table (exec summary, +0.06 / -0.04 to +0.15)",subagent,high,"Headline/confirmatory outcome. Maths -> STEM per spec. Total PiM score across calculator + non-calculator sections (raw max 50 marks). Not statistically significant (p>0.05). N=5,919 in regression (19 obs dropped for missing covariates); analysis sample 5,938 pupils. PiM is a commercially published, independently developed standardized maths test (GL Assessment). Around 40% of PiM questions cover content outside the Year 7 MM curriculum."
jerrim_2015-02,jerrim_2015,58,jerrim_2015,Jerrim et al. 2015,STEM,3-6,0.077,0.002401,0.049,3251,2687,44,0.077,True,True,standardized_independent,GL Assessment Progress in Maths (PiM) - non-calculator section,0,redundant_subscale,"OLS regression coefficient on Intervention dummy; dependent variable = non-calculator section score, z-standardised to mean 0/SD 1 (report states based upon Hedges' G). Recorded directly as g. SE = school-clustered SE; g_var = SE^2.",0.077,"p.37 Table 11 (All children, Intervention row); text p.35",subagent,high,"Subscale of total PiM (32 of 50 raw marks). t=1.56, p=0.13, 95% CI -0.02 to +0.18. N=5,871 in regression. This section aligns with content the MM Year 7 curriculum focuses on."
jerrim_2015-03,jerrim_2015,58,jerrim_2015,Jerrim et al. 2015,STEM,3-6,0.004,0.001444,0.038,3251,2687,44,0.077,True,True,standardized_independent,GL Assessment Progress in Maths (PiM) - calculator section,0,redundant_subscale,"OLS regression coefficient on Intervention dummy; dependent variable = calculator section score, z-standardised to mean 0/SD 1 (report states based upon Hedges' G). Recorded directly as g. SE = school-clustered SE; g_var = SE^2.",0.004,"p.35 Table 10 (All children, Intervention row); text p.34",subagent,high,"Subscale of total PiM (18 of 50 raw marks). Effectively zero effect (95% CI -0.07 to +0.08). MM Year 7 pupils do not work with calculators, yet no negative side-effect observed. N=5,887 in regression."
jerrim_2015-04,jerrim_2015,58,jerrim_2015,Jerrim et al. 2015,STEM,3-6,0.066,0.002601,0.051,,,44,0.077,True,True,standardized_independent,GL Assessment Progress in Maths (PiM) - total score (FSM-eligible pupils only),0,subgroup,"ANCOVA/OLS regression coefficient on Intervention dummy, sample restricted to FSM-eligible pupils; DV standardised to mean 0/SD 1. Recorded directly as g. SE = school-clustered SE; g_var = SE^2.",0.066,"p.33 Table 9 (FSM only, Intervention row); also p.6 exec-summary table (+0.07 / -0.04 to +0.17)",subagent,high,"Non-randomised FSM-eligible subgroup of the total-PiM primary outcome. N=1,610 (FSM regression). Provided for reference; is_full_sample=false. EEF gives no evidence rating for sub-group analyses."
kitmitto_2018-01,kitmitto_2018,59,kitmitto_2018,Kitmitto et al. 2018,STEM,3-6,0.01,0.00211,0.0459,3843,3963,200,0.15,True,True,standardized_independent,"Study-delivered standardised science assessment (IEE/University of York; item bank from Russell & McGuigan 2001; raw score range 0-41), administered to all pupils at end of Year 5",1,,"Report's own model-based Hedges' g (Table 8 & Table 9, p.26): d = regression-adjusted school-level treatment coefficient (adjusted difference in means = 0.08) divided by the unadjusted pooled SD of the science assessment (pooled variance 39.29 -> pooled SD 6.268), giving d = 0.08/6.268 = 0.013, reported as g = 0.01. Model = 3-level mixed model with KS1 maths and reading/writing pretest covariates. J = 1 - 3/(4*df-1) with df = 7806-2 = 0.99990, so g = J*d = reported 0.01. g_se back-computed from the report's 95% CI (-0.08, 0.10): g_se = (0.10-(-0.08))/(2*1.95996) = 0.0459; g_var = g_se^2 = 0.00211. CI is from the multilevel impact model and already accounts for school clustering.",0.08,"p.5 Table 1 (Summary of impact on primary outcome); p.26 Table 8 (Primary analysis results) & Table 9 (effect size estimation); also p.30 Table 18 (compliance/CACE, same g 0.01)",subagent,high,"Headline confirmatory outcome. Hedges' g = 0.01, 95% CI (-0.08, 0.10), p = 0.791 (not significant); estimated 0 additional months' progress; EEF security rating high (4/5 padlocks). Raw mean science score 19.48 (treatment) vs 19.62 (control) on a 0-41 scale; treatment pupils started with slightly lower KS1 attainment, hence the negative raw difference (-0.14) but slightly positive covariate-adjusted impact (+0.08 points). n_clusters = 102 treatment + 98 control = 200 schools; level-2 (school) ICC at analysis = 0.15 (Table 4). Additional-covariate models (Table 12, school FSM/N-teachers/region +/- pupil covariates) gave g = 0.02 (p = 0.668 / 0.635) - robustness checks, not the primary estimate. CACE/compliance estimate (Table 18) identical g = 0.01. This is the single TPD-vs-business-as-usual student science-achievement contrast for the meta-analysis."
kitmitto_2018-02,kitmitto_2018,59,kitmitto_2018,Kitmitto et al. 2018,STEM,3-6,0.05,0.00407,0.0638,1033,967,200,0.16,True,True,standardized_independent,Study-delivered standardised science assessment (IEE/University of York; raw score range 0-41),0,subgroup,"Report's model-based Hedges' g for the ever-FSM-eligible subgroup (Table 10 & Table 11, p.27): d = regression-adjusted treatment coefficient (adjusted difference in means = 0.31) divided by the subgroup unadjusted pooled SD (pooled variance 33.86 -> pooled SD 5.819), d = 0.31/5.819 = 0.053, reported g = 0.05. g_se back-computed from reported 95% CI (-0.07, 0.18): g_se = (0.18-(-0.07))/(2*1.95996) = 0.0638; g_var = 0.00407. KS1-adjusted 3-level model on the FSM subsample.",0.31,p.5 Table 1 (Science FSM row); p.27 Table 10 (Subgroup analysis of ever FSM pupils) & Table 11 (effect size estimation),subagent,high,"NON-RANDOMISED subgroup (ever-FSM-eligible pupils only): Hedges' g = 0.05, 95% CI (-0.07, 0.18), p = 0.386 (not significant); ~1 additional month's progress; N = 2,000 pupils (1,033 treatment / 967 control). Interaction model: FSM vs non-FSM differential impact NOT significant (p = 0.330). Included only for completeness per spec; is_full_sample = false. Level-2 ICC for FSM analysis = 0.16 (Table 4). Not the primary contrast."
konstantopoulos_2013-01,konstantopoulos_2013,60,konstantopoulos_2013,Konstantopoulos et al. 2013,STEM,3-6,0.18599,0.005928,0.077,,,56,,True,False,standardized_independent,ISTEP+ (Indiana Statewide Testing for Educational Progress-Plus) mathematics; z-standardized within grade,1,,"Model-based standardized treatment effect (d = 0.186) taken directly from the two-level HLM (outcome z-scored within grade -> estimate is already a standardized mean difference). Hedges J = 1 - 3/(4*df-1) with df = N-2 = 11850 gives J=0.99994, so g = J*d = 0.18599. g_se = J*impact_se = 0.077; g_var = g_se^2 = 0.005928. SE is the HLM model SE (clustering accounted for).",0.186,"p.27, Table 3 (ITT, Grades 3 to 8, Model II: Estimate 0.186*, SE 0.077, N schools=56, N students=11852)",subagent,medium,"ITT, Model II (adds student & school characteristics: age, race, gender, SES, special-ed, LEP, school-level composition; grade fixed effects). p<=.05 (starred). Aggregate over grades 3-8; grades 7-8 are sparse (sensitivity analysis omitting 7-8 gave very similar estimates), so this is a good proxy for the registry's 3-6 STEM band. N students = 11,852 (Model II); N schools = 56. Model I (treatment only) for the same cell: est 0.141, SE 0.088 (ns). TOT Model II grades 3-8: est 0.257*, SE 0.076 (Table 4). For grades 4-6 the authors also ran models adding prior achievement (pretest) and reported results 'similar to those reported here', but those pretest-adjusted figures are not separately tabled, so pretest_adjusted set false for the tabled Model II. Marked composite because it subsumes the grade 3,4,5,6 subscale rows below (and additionally grades 7-8)."
konstantopoulos_2013-02,konstantopoulos_2013,60,konstantopoulos_2013,Konstantopoulos et al. 2013,STEM,3,0.13397,0.008096,0.08998,,,56,,True,False,standardized_independent,ISTEP+ mathematics; z-standardized within grade,0,redundant_subscale,"Standardized treatment effect d = 0.134 from two-level HLM (within-grade z-scored outcome = standardized mean difference). J = 1 - 3/(4*df-1), df = N-2 = 3343, J=0.99978; g = J*d = 0.13397; g_se = J*0.090 = 0.08998; g_var = g_se^2 = 0.008096.",0.134,"p.29, Table 5 (Within-Grade ITT, Grade 3, Model II: Estimate 0.134, SE 0.090, N schools=56, N students=3345)",subagent,medium,"ITT within-grade Model II (covariate-adjusted). Not statistically significant (no star). N students=3,345. Model I (treatment only): 0.060 (SE 0.095). TOT Model II grade 3: 0.190* (SE 0.09, Table 6). Subscale = grade-3 component of the grades 3-8 composite."
konstantopoulos_2013-03,konstantopoulos_2013,60,konstantopoulos_2013,Konstantopoulos et al. 2013,STEM,4,0.10798,0.008645,0.09298,,,56,,True,False,standardized_independent,ISTEP+ mathematics; z-standardized within grade,0,redundant_subscale,"Standardized treatment effect d = 0.108 from two-level HLM (within-grade z-scored outcome). J = 1 - 3/(4*df-1), df = N-2 = 3339, J=0.99978; g = J*d = 0.10798; g_se = J*0.093 = 0.09298; g_var = g_se^2 = 0.008645.",0.108,"p.29, Table 5 (Within-Grade ITT, Grade 4, Model II: Estimate 0.108, SE 0.093, N schools=56, N students=3341)",subagent,medium,"ITT within-grade Model II (covariate-adjusted). Not significant. N students=3,341. Model I: 0.086 (SE 0.111). TOT Model II grade 4: 0.160 (SE 0.099, ns, Table 6). Authors note a prior-achievement (pretest) model was also run for grade 4 with 'similar' results (not tabled). Subscale = grade-4 component of the 3-8 composite."
konstantopoulos_2013-04,konstantopoulos_2013,60,konstantopoulos_2013,Konstantopoulos et al. 2013,STEM,5,0.27094,0.010196,0.10098,,,55,,True,False,standardized_independent,ISTEP+ mathematics; z-standardized within grade,0,redundant_subscale,"Standardized treatment effect d = 0.271 from two-level HLM (within-grade z-scored outcome). J = 1 - 3/(4*df-1), df = N-2 = 3168, J=0.99976; g = J*d = 0.27094; g_se = J*0.101 = 0.10098; g_var = g_se^2 = 0.010196.",0.271,"p.29, Table 5 (Within-Grade ITT, Grade 5, Model II: Estimate 0.271*, SE 0.101, N schools=55, N students=3170)",subagent,medium,"ITT within-grade Model II (covariate-adjusted). Statistically significant (p<=.05, starred); also significant in Model I (0.256*, SE 0.106). N students=3,170. TOT Model II grade 5: 0.334* (SE 0.107, Table 6). Strongest/most consistent effect grade. Prior-achievement (pretest) model also run with 'similar' results (not tabled). Subscale = grade-5 component of the 3-8 composite."
konstantopoulos_2013-05,konstantopoulos_2013,60,konstantopoulos_2013,Konstantopoulos et al. 2013,STEM,6,0.3628,0.020142,0.14192,,,25,,True,False,standardized_independent,ISTEP+ mathematics; z-standardized within grade,0,redundant_subscale,"Standardized treatment effect d = 0.363 from two-level HLM (within-grade z-scored outcome). J = 1 - 3/(4*df-1), df = N-2 = 1375, J=0.99945; g = J*d = 0.36280; g_se = J*0.142 = 0.14192; g_var = g_se^2 = 0.020142.",0.363,"p.29, Table 5 (Within-Grade ITT, Grade 6, Model II: Estimate 0.363*, SE 0.142, N schools=25, N students=1377)",subagent,medium,"ITT within-grade Model II (covariate-adjusted). Statistically significant (p<=.05, starred). Smaller sample (25 schools, 1,377 students). Model I: 0.254 (SE 0.162, ns). TOT Model II grade 6: 0.391* (SE 0.144, Table 6). Prior-achievement (pretest) model also run with 'similar' results (not tabled). Subscale = grade-6 component of the 3-8 composite."
konstantopoulos_2016-01,konstantopoulos_2016,61,konstantopoulos_2016,Konstantopoulos et al. 2016,STEM,3-6,0.17599,0.003969,0.063,,,57,,True,False,standardized_independent,ISTEP+ mathematics (Indiana state test); z-standardized within grade,1,,"Outcome z-standardized within grade (SD=1), so the treatment quantile coefficient is already a standardized difference (d=0.176). 50th-quantile (median) ITT treatment effect used as proxy for the mean SMD. Hedges J = 1 - 3/(4*df-1), df = N_students-2 = 12587, J=0.99994; g = J*d = 0.17599; g_se = J*0.063 = 0.063; g_var = g_se^2 = 0.003969.",0.176,"p.597, Table 3 (Quantile Regression Estimates, ITT; Grades 3 to 6, Mathematics 50th quantile: 0.176*, SE 0.063, schools=57, students=12,589)",subagent,medium,"MEDIAN (50th-quantile) ITT treatment effect, NOT an OLS mean (paper reports only quantile estimates). Statistically significant (p<=.05). Total students with ISTEP+ math in 3-6 band = 12,589 across 57 schools; per-arm n not reported. Lower-tail estimates larger (10th=0.214*, 25th=0.205*); upper tail 75th=0.155*, 90th=0.172*. Broader 'Grades 3-8' ITT median = 0.175* (SE 0.074). TOT 3-6 median = 0.192* (Table 4); IV 3-6 median = 0.177* (Table 5). Acuity (grades 3-8) is the interim-assessment program with associated teacher training ('TPD for curricula' descriptor)."
